episode,Tabular Q-Learning,Vanilla DQN,DQN + Replay
1758,-208.53,-500.0,-483.13
1759,-208.1,-500.0,-483.13
1760,-207.29,-500.0,-483.13
1761,-206.85,-500.0,-483.13
1762,-207.4,-500.0,-483.13
1763,-207.16,-500.0,-483.13
1764,-208.72,-500.0,-483.13
1765,-206.61,-500.0,-483.13
1766,-207.05,-500.0,-483.13
1767,-207.06,-500.0,-483.13
1768,-205.71,-500.0,-483.13
1769,-205.35,-500.0,-483.13
1770,-205.29,-500.0,-483.13
1771,-205.58,-500.0,-483.13
1772,-204.02,-500.0,-483.13
1773,-204.88,-500.0,-483.13
1774,-205.19,-500.0,-483.13
1775,-204.8,-500.0,-483.13
1776,-205.97,-500.0,-483.13
1777,-204.9,-500.0,-483.13
1778,-204.95,-500.0,-483.13
1779,-204.46,-500.0,-483.13
1780,-203.94,-500.0,-483.13
1781,-203.17,-500.0,-483.13
1782,-203.13,-500.0,-483.13
1783,-203.22,-500.0,-483.13
1784,-203.88,-500.0,-483.13
1785,-203.05,-500.0,-483.13
1786,-203.23,-500.0,-483.13
1787,-203.71,-500.0,-483.13
1788,-202.77,-500.0,-483.13
1789,-202.05,-500.0,-483.13
1790,-203.83,-500.0,-483.13
1791,-204.54,-500.0,-483.13
1792,-205.3,-500.0,-483.13
1793,-205.68,-500.0,-483.13
1794,-207.13,-500.0,-483.13
1795,-207.59,-500.0,-481.61
1796,-204.6,-500.0,-481.61
1797,-204.51,-500.0,-481.61
1798,-204.02,-500.0,-481.61
1799,-202.36,-500.0,-481.61
1800,-202.55,-500.0,-481.61
1801,-202.23,-500.0,-481.61
1802,-201.63,-500.0,-481.61
1803,-201.42,-500.0,-483.85
1804,-201.05,-500.0,-487.24
1805,-200.1,-500.0,-490.65
1806,-200.83,-500.0,-494.65
1807,-200.58,-500.0,-498.48
1808,-200.34,-500.0,-498.48
1809,-199.88,-500.0,-498.48
1810,-197.58,-500.0,-498.48
1811,-198.17,-500.0,-498.48
1812,-198.6,-500.0,-498.48
1813,-198.99,-500.0,-498.48
1814,-199.09,-500.0,-498.48
1815,-198.63,-500.0,-498.48
1816,-199.47,-500.0,-498.48
1817,-200.7,-500.0,-498.48
1818,-200.11,-500.0,-498.48
1819,-200.82,-500.0,-498.48
1820,-200.65,-500.0,-498.48
1821,-200.01,-500.0,-498.48
1822,-197.6,-500.0,-498.48
1823,-200.82,-500.0,-498.48
1824,-200.63,-500.0,-498.48
1825,-200.39,-500.0,-498.48
1826,-200.61,-500.0,-498.48
1827,-200.08,-500.0,-498.48
1828,-201.16,-500.0,-498.48
1829,-200.35,-500.0,-498.48
1830,-199.68,-500.0,-498.48
1831,-200.38,-500.0,-498.48
1832,-199.7,-500.0,-498.48
1833,-199.83,-500.0,-498.48
1834,-198.56,-500.0,-498.48
1835,-198.32,-500.0,-498.48
1836,-198.64,-500.0,-498.48
1837,-199.08,-500.0,-498.48
1838,-199.72,-500.0,-498.48
1839,-199.9,-500.0,-498.48
1840,-200.48,-500.0,-498.48
1841,-199.07,-500.0,-498.48
1842,-196.95,-500.0,-498.48
1843,-197.06,-500.0,-498.48
1844,-196.94,-500.0,-498.48
1845,-196.69,-500.0,-498.48
1846,-196.87,-500.0,-498.48
1847,-196.02,-500.0,-498.48
1848,-195.83,-500.0,-498.48
1849,-196.03,-500.0,-498.48
1850,-196.27,-500.0,-498.48
1851,-195.46,-500.0,-498.48
1852,-196.0,-500.0,-498.48
1853,-195.45,-500.0,-498.48
1854,-195.83,-500.0,-498.48
1855,-195.04,-500.0,-498.48
1856,-193.72,-500.0,-498.48
1857,-192.52,-500.0,-498.48
1858,-194.38,-500.0,-498.48
1859,-194.48,-500.0,-498.48
1860,-195.15,-500.0,-498.48
1861,-195.13,-500.0,-498.48
1862,-195.3,-500.0,-498.48
1863,-194.82,-500.0,-498.48
1864,-192.95,-500.0,-498.48
1865,-193.08,-500.0,-498.48
1866,-192.96,-500.0,-498.48
1867,-194.4,-500.0,-498.48
1868,-192.95,-500.0,-498.48
1869,-193.25,-500.0,-498.48
1870,-192.11,-500.0,-498.48
1871,-191.57,-500.0,-498.48
1872,-191.47,-500.0,-498.48
1873,-191.06,-500.0,-498.48
1874,-190.62,-500.0,-498.48
1875,-192.31,-500.0,-498.48
1876,-191.14,-500.0,-498.48
1877,-191.14,-500.0,-498.48
1878,-190.73,-500.0,-498.48
1879,-192.88,-500.0,-498.48
1880,-193.35,-500.0,-498.48
1881,-193.45,-500.0,-498.48
1882,-193.17,-500.0,-498.48
1883,-192.66,-500.0,-498.48
1884,-191.67,-500.0,-498.48
1885,-191.94,-500.0,-498.48
1886,-191.56,-500.0,-498.48
1887,-190.97,-500.0,-498.48
1888,-192.45,-500.0,-498.48
1889,-192.05,-500.0,-498.48
1890,-191.31,-500.0,-498.48
1891,-191.12,-500.0,-498.48
1892,-190.34,-500.0,-498.48
1893,-189.38,-500.0,-498.48
1894,-188.04,-500.0,-498.48
1895,-189.96,-500.0,-500.0
1896,-190.66,-500.0,-500.0
1897,-191.38,-500.0,-500.0
1898,-191.54,-500.0,-500.0
1899,-190.85,-500.0,-495.98
1900,-191.64,-500.0,-492.13
1901,-190.89,-500.0,-488.34
1902,-190.27,-500.0,-484.38
1903,-190.9,-500.0,-480.41
1904,-191.62,-500.0,-477.6
1905,-191.32,-500.0,-473.74
1906,-191.28,-500.0,-473.74
1907,-192.16,-500.0,-469.45
1908,-192.01,-500.0,-467.75
1909,-191.35,-500.0,-467.75
1910,-191.64,-500.0,-467.75
1911,-191.08,-500.0,-467.75
1912,-191.86,-500.0,-467.75
1913,-190.97,-500.0,-467.75
1914,-189.9,-500.0,-467.75
1915,-191.97,-500.0,-467.75
1916,-191.66,-500.0,-467.75
1917,-189.8,-500.0,-467.75
1918,-190.17,-500.0,-467.75
1919,-189.17,-500.0,-467.75
1920,-188.47,-500.0,-467.75
1921,-189.05,-500.0,-467.75
1922,-189.38,-500.0,-467.75
1923,-185.54,-500.0,-467.75
1924,-185.35,-500.0,-467.75
1925,-185.39,-500.0,-467.75
1926,-184.57,-500.0,-467.75
1927,-184.94,-500.0,-467.75
1928,-185.47,-500.0,-467.75
1929,-185.23,-500.0,-467.75
1930,-186.13,-500.0,-467.75
1931,-186.03,-500.0,-467.75
1932,-186.15,-500.0,-467.75
1933,-186.07,-500.0,-467.75
1934,-185.58,-500.0,-467.75
1935,-184.9,-500.0,-467.75
1936,-184.86,-500.0,-467.75
1937,-184.0,-500.0,-467.75
1938,-184.23,-500.0,-467.75
1939,-183.14,-500.0,-467.75
1940,-183.31,-500.0,-467.75
1941,-183.37,-500.0,-467.75
1942,-184.1,-500.0,-467.75
1943,-183.77,-500.0,-467.75
1944,-184.38,-500.0,-467.75
1945,-184.14,-500.0,-467.75
1946,-183.96,-500.0,-467.75
1947,-183.87,-500.0,-467.75
1948,-183.89,-500.0,-467.75
1949,-185.37,-500.0,-467.75
1950,-185.5,-500.0,-467.75
1951,-185.53,-500.0,-467.75
1952,-184.49,-500.0,-467.75
1953,-186.09,-500.0,-467.75
1954,-186.82,-500.0,-467.75
1955,-186.86,-500.0,-467.75
1956,-187.74,-500.0,-467.75
1957,-187.76,-500.0,-467.75
1958,-186.44,-500.0,-467.75
1959,-186.21,-500.0,-467.75
1960,-186.53,-500.0,-467.75
1961,-186.07,-500.0,-467.75
1962,-185.27,-500.0,-467.75
1963,-184.98,-500.0,-467.75
1964,-184.23,-500.0,-467.75
1965,-183.8,-500.0,-467.75
1966,-183.52,-500.0,-467.75
1967,-183.75,-500.0,-467.75
1968,-184.29,-500.0,-467.75
1969,-184.16,-500.0,-467.75
1970,-183.97,-500.0,-467.75
1971,-184.07,-500.0,-467.75
1972,-184.38,-500.0,-467.75
1973,-184.61,-500.0,-467.75
1974,-184.5,-500.0,-467.75
1975,-183.27,-500.0,-467.75
1976,-183.63,-500.0,-467.75
1977,-182.73,-500.0,-467.75
1978,-183.24,-500.0,-467.75
1979,-183.16,-500.0,-467.75
1980,-182.19,-500.0,-467.75
1981,-181.96,-500.0,-467.75
1982,-182.36,-500.0,-467.75
1983,-181.99,-500.0,-467.75
1984,-183.93,-500.0,-467.75
1985,-183.62,-500.0,-467.75
1986,-182.88,-500.0,-467.75
1987,-183.97,-500.0,-467.75
1988,-182.55,-500.0,-467.75
1989,-182.53,-500.0,-467.75
1990,-182.26,-500.0,-467.75
1991,-182.06,-500.0,-467.75
1992,-181.91,-500.0,-463.91
1993,-182.57,-500.0,-463.91
1994,-182.07,-500.0,-462.29
1995,-179.91,-500.0,-462.29
1996,-179.73,-500.0,-458.22
1997,-178.69,-500.0,-458.22
1998,-177.71,-500.0,-458.22
1999,-178.16,-500.0,-462.24
2000,-177.29,-500.0,-466.09
2001,-177.68,-500.0,-469.88
2002,-179.62,-500.0,-473.84
2003,-179.64,-500.0,-477.81
2004,-179.55,-500.0,-480.62
2005,-179.76,-500.0,-484.48
2006,-180.87,-500.0,-484.48
2007,-180.21,-500.0,-488.77
2008,-181.09,-500.0,-490.47
2009,-181.54,-500.0,-490.47
2010,-181.3,-500.0,-490.47
2011,-182.16,-500.0,-490.47
2012,-181.0,-500.0,-490.47
2013,-181.42,-500.0,-490.47
2014,-181.78,-500.0,-490.47
2015,-179.91,-500.0,-490.47
2016,-179.65,-500.0,-490.47
2017,-179.67,-500.0,-490.47
2018,-179.71,-500.0,-490.47
2019,-179.72,-500.0,-490.47
2020,-180.21,-500.0,-490.47
2021,-179.39,-500.0,-490.47
2022,-179.4,-500.0,-490.47
2023,-180.62,-500.0,-490.47
2024,-179.86,-500.0,-490.47
2025,-181.67,-500.0,-490.47
2026,-182.33,-500.0,-490.47
2027,-182.71,-500.0,-490.47
2028,-180.99,-500.0,-490.47
2029,-181.75,-500.0,-490.47
2030,-180.62,-500.0,-490.47
2031,-180.61,-500.0,-490.47
2032,-181.29,-500.0,-490.47
2033,-181.72,-500.0,-490.47
2034,-181.53,-500.0,-490.47
2035,-181.25,-500.0,-490.47
2036,-180.9,-500.0,-490.47
2037,-180.71,-500.0,-490.47
2038,-180.33,-500.0,-490.47
2039,-180.95,-500.0,-490.47
2040,-179.92,-500.0,-490.47
2041,-179.75,-500.0,-486.12
2042,-179.28,-500.0,-481.84
2043,-179.13,-500.0,-477.46
2044,-178.85,-500.0,-474.9
2045,-178.73,-500.0,-470.54
2046,-178.11,-500.0,-466.46
2047,-179.36,-500.0,-466.46
2048,-179.38,-500.0,-462.18
2049,-177.92,-500.0,-461.07
2050,-179.28,-500.0,-459.46
2051,-179.45,-500.0,-459.46
2052,-179.06,-500.0,-459.46
2053,-176.83,-500.0,-459.46
2054,-175.23,-500.0,-459.46
2055,-175.23,-500.0,-459.46
2056,-174.9,-500.0,-459.46
2057,-175.54,-500.0,-459.46
2058,-175.19,-500.0,-459.46
2059,-174.49,-500.0,-459.46
2060,-173.39,-500.0,-459.46
2061,-173.62,-500.0,-459.46
2062,-172.69,-500.0,-459.46
2063,-174.64,-500.0,-459.46
2064,-175.5,-500.0,-459.46
2065,-175.86,-500.0,-459.46
2066,-176.09,-500.0,-459.46
2067,-174.18,-500.0,-459.46
2068,-174.57,-500.0,-459.46
2069,-175.72,-500.0,-459.46
2070,-175.21,-500.0,-459.46
2071,-175.02,-500.0,-459.46
2072,-176.14,-500.0,-459.46
2073,-176.79,-500.0,-459.46
2074,-176.61,-500.0,-459.46
2075,-177.14,-500.0,-459.46
2076,-177.83,-500.0,-459.46
2077,-178.31,-500.0,-459.46
2078,-177.7,-500.0,-459.46
2079,-176.03,-500.0,-459.46
2080,-176.2,-500.0,-459.46
2081,-177.4,-500.0,-459.46
2082,-176.8,-500.0,-459.46
2083,-176.73,-500.0,-459.46
2084,-174.97,-500.0,-459.46
2085,-174.93,-500.0,-459.46
2086,-174.64,-500.0,-459.46
2087,-173.64,-500.0,-459.46
2088,-173.44,-500.0,-459.46
2089,-174.12,-500.0,-459.46
2090,-174.69,-500.0,-459.46
2091,-175.55,-500.0,-459.46
2092,-174.8,-500.0,-463.3
2093,-175.28,-500.0,-463.3
2094,-174.99,-500.0,-464.92
2095,-174.48,-500.0,-464.92
2096,-174.44,-500.0,-468.99
2097,-175.45,-500.0,-468.99
2098,-175.55,-500.0,-468.99
2099,-175.39,-500.0,-468.99
2100,-175.04,-500.0,-468.99
2101,-174.89,-500.0,-468.99
2102,-173.48,-500.0,-468.99
2103,-172.92,-500.0,-468.99
2104,-172.24,-500.0,-468.99
2105,-171.81,-500.0,-468.99
2106,-173.33,-500.0,-468.99
2107,-173.28,-500.0,-468.99
2108,-172.51,-500.0,-468.99
2109,-172.45,-500.0,-468.99
2110,-171.7,-500.0,-468.99
2111,-170.59,-500.0,-468.99
2112,-170.67,-500.0,-468.99
2113,-170.45,-500.0,-468.99
2114,-169.86,-500.0,-468.99
2115,-170.34,-500.0,-468.99
2116,-171.04,-500.0,-468.99
2117,-171.33,-500.0,-468.99
2118,-170.25,-500.0,-468.99
2119,-170.36,-500.0,-468.99
2120,-169.73,-500.0,-468.99
2121,-169.9,-500.0,-468.99
2122,-168.96,-500.0,-468.99
2123,-167.73,-500.0,-468.99
2124,-168.11,-500.0,-468.99
2125,-166.41,-500.0,-468.99
2126,-166.31,-500.0,-468.99
2127,-166.63,-500.0,-468.99
2128,-166.51,-500.0,-468.99
2129,-165.52,-500.0,-468.99
2130,-165.21,-500.0,-468.99
2131,-165.78,-500.0,-468.99
2132,-164.83,-500.0,-468.99
2133,-165.45,-500.0,-468.99
2134,-167.43,-500.0,-468.99
2135,-168.17,-500.0,-468.99
2136,-168.15,-500.0,-468.99
2137,-168.13,-500.0,-468.99
2138,-168.0,-500.0,-468.99
2139,-167.79,-500.0,-468.99
2140,-167.8,-500.0,-468.99
2141,-166.95,-500.0,-473.34
2142,-166.71,-500.0,-477.62
2143,-166.78,-500.0,-482.0
2144,-167.1,-500.0,-484.56
2145,-167.39,-500.0,-488.92
2146,-167.78,-500.0,-493.0
2147,-167.04,-500.0,-493.0
2148,-167.04,-500.0,-497.28
2149,-167.9,-500.0,-498.39
2150,-165.18,-500.0,-500.0
2151,-165.1,-500.0,-500.0
2152,-165.2,-500.0,-500.0
2153,-165.91,-500.0,-500.0
2154,-166.61,-500.0,-500.0
2155,-166.29,-500.0,-500.0
2156,-166.19,-500.0,-500.0
2157,-164.64,-500.0,-500.0
2158,-164.94,-500.0,-500.0
2159,-164.83,-500.0,-500.0
2160,-165.48,-500.0,-500.0
2161,-166.0,-500.0,-500.0
2162,-166.43,-500.0,-500.0
2163,-165.0,-500.0,-500.0
2164,-165.59,-500.0,-500.0
2165,-165.43,-500.0,-500.0
2166,-165.19,-500.0,-500.0
2167,-165.68,-500.0,-500.0
2168,-164.46,-500.0,-500.0
2169,-162.93,-500.0,-500.0
2170,-162.7,-500.0,-500.0
2171,-163.9,-500.0,-500.0
2172,-163.43,-500.0,-500.0
2173,-162.19,-500.0,-500.0
2174,-162.61,-500.0,-500.0
2175,-162.28,-500.0,-500.0
2176,-160.53,-500.0,-500.0
2177,-160.81,-500.0,-500.0
2178,-162.3,-500.0,-500.0
2179,-162.53,-500.0,-500.0
2180,-162.74,-500.0,-500.0
2181,-161.53,-500.0,-500.0
2182,-161.57,-500.0,-500.0
2183,-161.66,-500.0,-500.0
2184,-161.43,-500.0,-500.0
2185,-161.5,-500.0,-500.0
2186,-162.3,-500.0,-500.0
2187,-162.26,-500.0,-500.0
2188,-161.59,-500.0,-500.0
2189,-160.81,-500.0,-500.0
2190,-160.31,-500.0,-500.0
2191,-159.66,-500.0,-500.0
2192,-160.01,-500.0,-500.0
2193,-159.29,-500.0,-500.0
2194,-160.03,-500.0,-500.0
2195,-160.08,-500.0,-500.0
2196,-160.11,-500.0,-500.0
2197,-158.78,-500.0,-500.0
2198,-158.79,-500.0,-500.0
2199,-158.56,-500.0,-500.0
2200,-160.12,-500.0,-500.0
2201,-161.29,-500.0,-500.0
2202,-161.33,-500.0,-500.0
2203,-161.37,-500.0,-500.0
2204,-162.38,-500.0,-500.0
2205,-161.69,-500.0,-500.0
2206,-159.14,-500.0,-500.0
2207,-160.41,-500.0,-500.0
2208,-159.9,-500.0,-500.0
2209,-160.69,-500.0,-500.0
2210,-160.64,-500.0,-500.0
2211,-160.91,-500.0,-500.0
2212,-160.38,-500.0,-500.0
2213,-160.54,-500.0,-500.0
2214,-161.1,-500.0,-500.0
2215,-160.3,-500.0,-500.0
2216,-159.61,-500.0,-500.0
2217,-159.24,-500.0,-500.0
2218,-160.02,-500.0,-500.0
2219,-160.85,-500.0,-500.0
2220,-161.22,-500.0,-500.0
2221,-162.12,-500.0,-500.0
2222,-163.12,-500.0,-500.0
2223,-162.75,-500.0,-500.0
2224,-163.73,-500.0,-500.0
2225,-162.63,-500.0,-500.0
2226,-163.88,-500.0,-500.0
2227,-163.89,-500.0,-500.0
2228,-164.56,-500.0,-500.0
2229,-164.71,-500.0,-500.0
2230,-164.17,-500.0,-500.0
2231,-163.65,-500.0,-500.0
2232,-164.65,-500.0,-500.0
2233,-162.95,-500.0,-500.0
2234,-161.66,-500.0,-500.0
2235,-162.03,-500.0,-500.0
2236,-162.34,-500.0,-500.0
2237,-161.72,-500.0,-500.0
2238,-162.12,-500.0,-500.0
2239,-161.87,-500.0,-500.0
2240,-162.4,-500.0,-500.0
2241,-162.59,-500.0,-500.0
2242,-162.86,-500.0,-500.0
2243,-161.94,-500.0,-500.0
2244,-161.35,-500.0,-500.0
2245,-161.03,-500.0,-500.0
2246,-161.16,-500.0,-500.0
2247,-161.45,-500.0,-500.0
2248,-161.45,-500.0,-500.0
2249,-160.63,-500.0,-500.0
2250,-161.32,-500.0,-500.0
2251,-161.02,-500.0,-500.0
2252,-159.96,-500.0,-500.0
2253,-159.84,-500.0,-500.0
2254,-159.57,-500.0,-500.0
2255,-159.27,-500.0,-500.0
2256,-159.3,-500.0,-500.0
2257,-159.85,-500.0,-496.18
2258,-160.18,-500.0,-496.18
2259,-160.37,-500.0,-496.18
2260,-160.44,-500.0,-496.18
2261,-160.24,-500.0,-496.18
2262,-159.77,-500.0,-496.18
2263,-158.71,-500.0,-496.18
2264,-158.14,-500.0,-496.18
2265,-157.44,-500.0,-496.18
2266,-158.15,-500.0,-496.18
2267,-158.49,-500.0,-496.18
2268,-159.66,-500.0,-496.18
2269,-160.13,-500.0,-496.18
2270,-161.71,-500.0,-496.18
2271,-161.04,-500.0,-496.18
2272,-160.14,-500.0,-496.18
2273,-159.69,-500.0,-496.18
2274,-158.57,-500.0,-496.18
2275,-158.38,-500.0,-496.18
2276,-160.03,-500.0,-496.18
2277,-160.02,-500.0,-496.18
2278,-158.75,-500.0,-496.18
2279,-158.33,-500.0,-496.18
2280,-158.73,-500.0,-496.18
2281,-159.0,-500.0,-496.18
2282,-159.88,-500.0,-496.18
2283,-159.46,-500.0,-496.18
2284,-159.39,-500.0,-496.18
2285,-159.51,-500.0,-496.18
2286,-159.41,-500.0,-496.18
2287,-159.53,-500.0,-496.18
2288,-159.59,-500.0,-496.18
2289,-160.09,-500.0,-496.18
2290,-159.49,-500.0,-496.18
2291,-159.09,-500.0,-496.18
2292,-158.37,-500.0,-496.18
2293,-158.14,-500.0,-496.18
2294,-157.44,-500.0,-496.18
2295,-157.8,-500.0,-496.18
2296,-157.14,-500.0,-496.18
2297,-157.92,-500.0,-496.18
2298,-158.33,-500.0,-496.18
2299,-158.39,-500.0,-496.18
2300,-156.85,-500.0,-496.18
2301,-155.43,-500.0,-496.18
2302,-154.9,-500.0,-496.18
2303,-154.56,-500.0,-496.18
2304,-153.75,-500.0,-496.18
2305,-153.72,-500.0,-496.18
2306,-153.62,-500.0,-496.18
2307,-152.31,-500.0,-496.18
2308,-152.48,-500.0,-496.18
2309,-151.7,-500.0,-496.18
2310,-152.31,-500.0,-496.18
2311,-152.03,-500.0,-496.18
2312,-151.54,-500.0,-496.18
2313,-152.92,-500.0,-496.18
2314,-152.75,-500.0,-496.18
2315,-153.25,-500.0,-496.18
2316,-153.05,-500.0,-496.18
2317,-153.63,-500.0,-496.18
2318,-154.21,-500.0,-496.18
2319,-153.12,-500.0,-496.18
2320,-152.66,-500.0,-496.18
2321,-151.9,-500.0,-496.18
2322,-151.85,-500.0,-496.18
2323,-151.89,-500.0,-496.18
2324,-151.07,-500.0,-496.18
2325,-151.6,-500.0,-496.18
2326,-150.03,-500.0,-496.18
2327,-149.37,-500.0,-496.18
2328,-150.58,-500.0,-496.18
2329,-151.18,-500.0,-496.18
2330,-150.66,-500.0,-496.18
2331,-150.5,-500.0,-496.18
2332,-149.73,-500.0,-496.18
2333,-150.18,-500.0,-496.18
2334,-149.58,-500.0,-496.18
2335,-148.75,-500.0,-496.18
2336,-147.98,-500.0,-496.18
2337,-148.38,-500.0,-496.18
2338,-147.75,-500.0,-496.18
2339,-148.29,-500.0,-496.18
2340,-147.7,-500.0,-496.18
2341,-149.07,-500.0,-496.18
2342,-149.17,-500.0,-496.18
2343,-149.03,-500.0,-496.18
2344,-149.36,-500.0,-496.18
2345,-149.04,-500.0,-496.18
2346,-149.19,-500.0,-496.18
2347,-148.22,-500.0,-496.18
2348,-148.69,-500.0,-496.18
2349,-148.24,-500.0,-496.18
2350,-148.39,-500.0,-496.18
2351,-148.67,-500.0,-496.18
2352,-148.59,-500.0,-496.18
2353,-148.83,-500.0,-496.18
2354,-148.8,-500.0,-496.18
2355,-149.18,-500.0,-496.18
2356,-148.63,-500.0,-496.18
2357,-148.76,-500.0,-500.0
2358,-147.42,-500.0,-500.0
2359,-147.43,-500.0,-500.0
2360,-147.01,-500.0,-500.0
2361,-146.62,-500.0,-500.0
2362,-146.74,-500.0,-500.0
2363,-146.88,-500.0,-500.0
2364,-145.96,-500.0,-500.0
2365,-146.18,-500.0,-500.0
2366,-145.53,-500.0,-500.0
2367,-145.75,-500.0,-500.0
2368,-145.67,-500.0,-500.0
2369,-145.86,-500.0,-500.0
2370,-145.11,-500.0,-500.0
2371,-145.25,-500.0,-500.0
2372,-145.75,-500.0,-500.0
2373,-146.53,-500.0,-500.0
2374,-147.17,-500.0,-500.0
2375,-147.07,-500.0,-500.0
2376,-147.22,-500.0,-500.0
2377,-146.99,-500.0,-500.0
2378,-146.8,-500.0,-500.0
2379,-146.32,-500.0,-500.0
2380,-145.18,-500.0,-500.0
2381,-145.73,-500.0,-500.0
2382,-144.05,-500.0,-500.0
2383,-145.0,-500.0,-500.0
2384,-145.11,-500.0,-500.0
2385,-145.47,-500.0,-500.0
2386,-145.29,-500.0,-500.0
2387,-146.07,-500.0,-500.0
2388,-146.59,-500.0,-500.0
2389,-145.91,-500.0,-500.0
2390,-145.79,-500.0,-500.0
2391,-145.75,-500.0,-500.0
2392,-145.75,-500.0,-500.0
2393,-145.26,-500.0,-500.0
2394,-146.27,-500.0,-500.0
2395,-146.09,-500.0,-500.0
2396,-146.58,-500.0,-500.0
2397,-146.12,-500.0,-500.0
2398,-146.07,-500.0,-500.0
2399,-146.03,-500.0,-500.0
2400,-146.48,-500.0,-500.0
2401,-145.78,-500.0,-500.0
2402,-145.41,-500.0,-500.0
2403,-146.99,-500.0,-500.0
2404,-147.44,-500.0,-500.0
2405,-148.72,-500.0,-500.0
2406,-148.97,-500.0,-500.0
2407,-148.67,-500.0,-500.0
2408,-149.1,-500.0,-500.0
2409,-149.16,-500.0,-500.0
2410,-148.44,-500.0,-500.0
2411,-148.1,-500.0,-500.0
2412,-148.12,-500.0,-500.0
2413,-146.7,-500.0,-500.0
2414,-147.14,-500.0,-500.0
2415,-146.51,-500.0,-500.0
2416,-145.83,-500.0,-500.0
2417,-145.3,-500.0,-500.0
2418,-143.93,-500.0,-500.0
2419,-144.46,-500.0,-500.0
2420,-144.86,-500.0,-500.0
2421,-144.97,-500.0,-500.0
2422,-144.01,-500.0,-500.0
2423,-143.94,-500.0,-500.0
2424,-144.09,-500.0,-500.0
2425,-143.56,-500.0,-500.0
2426,-144.12,-500.0,-500.0
2427,-143.72,-500.0,-500.0
2428,-141.93,-500.0,-500.0
2429,-141.81,-500.0,-500.0
2430,-142.48,-500.0,-500.0
2431,-142.36,-500.0,-500.0
2432,-142.58,-500.0,-500.0
2433,-141.91,-500.0,-500.0
2434,-142.19,-500.0,-500.0
2435,-142.46,-500.0,-500.0
2436,-142.78,-500.0,-500.0
2437,-143.11,-500.0,-500.0
2438,-143.8,-500.0,-500.0
2439,-143.95,-500.0,-500.0
2440,-144.49,-500.0,-500.0
2441,-143.11,-500.0,-500.0
2442,-142.39,-500.0,-500.0
2443,-143.13,-500.0,-500.0
2444,-142.2,-500.0,-500.0
2445,-142.64,-500.0,-500.0
2446,-141.48,-500.0,-500.0
2447,-142.3,-500.0,-500.0
2448,-141.27,-500.0,-500.0
2449,-141.77,-500.0,-500.0
2450,-141.12,-500.0,-500.0
2451,-141.52,-500.0,-500.0
2452,-142.09,-500.0,-500.0
2453,-140.95,-500.0,-500.0
2454,-140.62,-500.0,-500.0
2455,-139.87,-500.0,-500.0
2456,-140.01,-500.0,-500.0
2457,-140.09,-500.0,-500.0
2458,-139.77,-500.0,-500.0
2459,-140.24,-500.0,-500.0
2460,-140.55,-500.0,-500.0
2461,-140.47,-500.0,-500.0
2462,-140.44,-500.0,-500.0
2463,-141.63,-500.0,-500.0
2464,-142.35,-500.0,-496.88
2465,-141.91,-500.0,-496.88
2466,-140.95,-500.0,-496.88
2467,-139.85,-500.0,-496.16
2468,-139.52,-500.0,-496.16
2469,-139.79,-500.0,-495.64
2470,-139.59,-500.0,-495.64
2471,-139.68,-500.0,-495.64
2472,-139.11,-500.0,-493.75
2473,-138.83,-500.0,-493.75
2474,-138.73,-500.0,-493.75
2475,-138.8,-500.0,-493.75
2476,-137.55,-500.0,-493.75
2477,-137.48,-500.0,-493.75
2478,-137.5,-500.0,-493.75
2479,-138.21,-500.0,-493.75
2480,-139.15,-500.0,-493.75
2481,-140.08,-500.0,-493.75
2482,-141.04,-500.0,-493.75
2483,-140.88,-500.0,-493.75
2484,-140.18,-500.0,-493.75
2485,-139.46,-500.0,-493.75
2486,-138.84,-500.0,-493.75
2487,-137.19,-500.0,-493.75
2488,-136.44,-500.0,-493.75
2489,-137.35,-500.0,-493.75
2490,-137.15,-500.0,-493.75
2491,-136.68,-500.0,-493.75
2492,-137.86,-500.0,-493.75
2493,-139.11,-500.0,-493.75
2494,-139.38,-500.0,-493.75
2495,-139.23,-500.0,-493.75
2496,-139.04,-500.0,-493.75
2497,-139.55,-500.0,-493.75
2498,-139.07,-500.0,-493.75
2499,-139.63,-500.0,-493.75
2500,-138.87,-500.0,-493.75
2501,-139.87,-500.0,-493.75
2502,-140.25,-500.0,-493.75
2503,-138.42,-500.0,-493.75
2504,-137.77,-500.0,-493.75
2505,-136.6,-500.0,-493.75
2506,-137.47,-500.0,-493.75
2507,-137.12,-500.0,-493.75
2508,-136.91,-500.0,-493.75
2509,-136.12,-500.0,-493.75
2510,-136.74,-500.0,-493.75
2511,-136.23,-500.0,-493.75
2512,-136.33,-500.0,-493.75
2513,-136.14,-500.0,-493.75
2514,-135.55,-500.0,-493.75
2515,-136.24,-500.0,-493.75
2516,-137.5,-500.0,-493.75
2517,-137.27,-500.0,-493.75
2518,-138.86,-500.0,-493.75
2519,-138.35,-500.0,-493.75
2520,-137.92,-500.0,-493.75
2521,-137.15,-500.0,-493.75
2522,-137.02,-500.0,-493.75
2523,-137.74,-500.0,-493.75
2524,-137.27,-500.0,-493.75
2525,-137.99,-500.0,-493.75
2526,-137.54,-500.0,-493.75
2527,-138.59,-500.0,-493.75
2528,-138.74,-500.0,-493.75
2529,-138.87,-500.0,-493.75
2530,-138.63,-500.0,-493.75
2531,-137.81,-500.0,-493.75
2532,-137.44,-500.0,-493.75
2533,-137.35,-500.0,-493.75
