label,step,mean_inventory,std_inventory,mean_mid,std_mid,n_episodes
No spread_norm,30,1522.596,137.35038690881075,585.6255999999998,0.22804087352928543,250
No spread_norm,31,1446.844,171.17711197470294,585.6256200000001,0.23124038488118626,250
No spread_norm,32,1362.88,209.98175539793928,585.6272400000001,0.2323651918855277,250
No spread_norm,33,1253.892,265.20021179478726,585.6224799999999,0.23580510935940238,250
No spread_norm,34,1112.332,314.22666623951574,585.6195999999999,0.23506645868775403,250
No spread_norm,35,947.236,355.2180799227428,585.6170799999998,0.23709633822562381,250
No spread_norm,36,761.452,366.14471414455795,585.6149399999995,0.23813419830003407,250
No spread_norm,37,568.18,345.52478869105755,585.6111000000003,0.24177652905110403,250
No spread_norm,38,391.06,296.97124507265005,585.6052000000003,0.2438859569553003,250
No spread_norm,39,250.924,233.47568229689358,585.6006399999997,0.24057346154553458,250
No spread_norm,40,147.524,164.33570952169836,585.5998600000003,0.23886833276933186,250
No spread_norm,41,81.36,108.05797703085139,585.59568,0.23835003167610389,250
No spread_norm,42,41.516,65.44079571643366,585.5961999999998,0.23915551425797993,250
No spread_norm,43,20.372,37.77514547953453,585.5952599999999,0.23959722953323054,250
No spread_norm,44,9.016,19.057800082905658,585.5960800000003,0.23922883103840595,250
No spread_norm,45,4.076,8.491773901841716,585.59682,0.24155866285439162,250
No spread_norm,46,2.136,3.4148944346787675,585.5963000000007,0.2430893045775556,250
No spread_norm,47,1.456,1.7955678767454046,585.5952600000005,0.24434981563324315,250
No spread_norm,48,1.188,0.967809898688789,585.5977599999997,0.2434957543777732,250
No spread_norm,49,1.06,0.4199999999999996,585.5959199999999,0.2447434444474442,250
No spread_norm,50,0.0,0.0,585.59718,0.2435638470709448,250
No relative_depth,0,12000.0,0.0,586.0226000000001,0.09241774721340004,250
No relative_depth,1,11916.48,114.32064380504524,586.0206200000001,0.09191145521641596,250
No relative_depth,2,11828.12,179.57579346894138,586.01784,0.09351542332685507,250
No relative_depth,3,11752.74,223.15194912883908,586.01384,0.09280007758617723,250
No relative_depth,4,11656.32,262.7825290996342,586.01464,0.09606596900047089,250
No relative_depth,5,11574.64,293.69288448990346,586.0124200000001,0.0976495960053029,250
No relative_depth,6,11496.228,318.29512094281347,586.0087399999998,0.09790256584993239,250
No relative_depth,7,11421.94,335.7403169117466,586.0087799999998,0.10027468075242212,250
No relative_depth,8,11360.628,343.0565457996681,586.0056599999999,0.10093396058809921,250
No relative_depth,9,11290.408,374.2684297880334,586.0045599999999,0.10127293024298656,250
No relative_depth,10,11211.4,419.78548807694654,585.9992399999999,0.10523033022850439,250
No relative_depth,11,11118.172,467.67034374225625,585.9978600000002,0.10908858968746986,250
No relative_depth,12,11030.108,505.5056006969659,585.9952999999998,0.1102388769899257,250
No relative_depth,13,10955.856,550.4368040601938,585.9929199999993,0.1085249906703513,250
No relative_depth,14,10875.264,606.242619999617,585.9932599999996,0.11162559025599747,250
No relative_depth,15,10778.788,648.4140213289656,585.9919599999998,0.1130732435194078,250
No relative_depth,16,10690.224,706.0256750458867,585.9883599999995,0.11380646027357498,250
No relative_depth,17,10539.828,828.6957598636544,585.9861399999999,0.1159956912992809,250
No relative_depth,18,10331.26,988.0686253494739,585.98118,0.12007209334395941,250
No relative_depth,19,10099.796,1151.961177463894,585.9793399999998,0.12045274758177574,250
No relative_depth,20,9698.6,1272.0710829195045,585.9684199999999,0.12900776565773195,250
No relative_depth,21,9163.556,1389.2113902729131,585.9550799999996,0.12828013719979875,250
No relative_depth,22,8593.18,1390.9699966570083,585.9415600000002,0.13300889594308699,250
No relative_depth,23,8031.296,1319.1536378996952,585.9271400000003,0.14052515931319512,250
No relative_depth,24,7403.484,1066.578324242528,585.9045200000003,0.15278209842779128,250
No relative_depth,25,6845.336,783.8911500355139,585.8839399999997,0.15673983667210675,250
No relative_depth,26,6346.272,669.3646704271148,585.8693800000004,0.16403632402611143,250
No relative_depth,27,5867.06,560.5681335930541,585.84666,0.1701585860308006,250
No relative_depth,28,5459.052,446.2779417537908,585.8280399999998,0.1779184037698212,250
No relative_depth,29,5117.608,440.69074682366556,585.8200600000001,0.18546454216372704,250
No relative_depth,30,4796.172,490.33689481416764,585.8028799999997,0.18514779393770392,250
No relative_depth,31,4442.348,512.4662124433179,585.7938800000002,0.18964426065662968,250
No relative_depth,32,4115.024,514.5953511488418,585.7836200000004,0.1900089355793591,250
No relative_depth,33,3812.044,478.3116244290954,585.7710199999997,0.19282079659622714,250
No relative_depth,34,3527.68,428.45550714164,585.7616999999998,0.19740113981433888,250
No relative_depth,35,3300.508,372.7530897739147,585.7524199999999,0.1919558376293874,250
No relative_depth,36,3098.592,330.30458903260796,585.7451200000002,0.19129502241302335,250
No relative_depth,37,2920.664,323.1193449857188,585.7409400000001,0.1950231176040497,250
No relative_depth,38,2752.196,321.5743608934022,585.7355799999998,0.19592846551739365,250
No relative_depth,39,2602.296,301.8498043464663,585.7309000000001,0.19865671395651718,250
No relative_depth,40,2461.436,294.61117070471045,585.7235400000002,0.1990124830255624,250
No relative_depth,41,2338.124,294.09525773803284,585.7214399999999,0.2016633987613996,250
No relative_depth,42,2235.716,260.23176467141735,585.7180800000008,0.20182000297294492,250
No relative_depth,43,2139.392,251.19031497253232,585.71404,0.20545675554724893,250
No relative_depth,44,2058.668,238.73866418324442,585.7141200000005,0.20612381133677954,250
No relative_depth,45,1943.92,238.3317553327714,585.7101200000001,0.20869591658678643,250
No relative_depth,46,1838.888,223.24681286862753,585.7061599999996,0.21055273543699296,250
No relative_depth,47,1772.304,216.92425310232144,585.7058599999992,0.21033059786916453,250
No relative_depth,48,1704.856,220.80515225872787,585.7077400000001,0.21155990262807228,250
No relative_depth,49,1636.276,224.90655798353228,585.7033199999997,0.21400088224116876,250
No relative_depth,50,0.0,0.0,585.6763999999997,0.21383086774364635,250
No book_imbalance,0,12000.0,0.0,586.0226000000001,0.09241774721340004,250
No book_imbalance,1,11228.16,1015.326063095002,586.0076400000005,0.09555433218854999,250
No book_imbalance,2,10511.452,1320.5788275207196,585.9877600000001,0.10413348356797632,250
No book_imbalance,3,9889.628,1446.5900655043909,585.9695600000002,0.10867385334109018,250
No book_imbalance,4,9249.352,1389.416091779565,585.9510400000003,0.11909625686813022,250
No book_imbalance,5,8660.196,1292.4247589643273,585.9316199999996,0.11931921722841005,250
No book_imbalance,6,8145.12,1251.2765360223134,585.9160200000003,0.12729438165135895,250
No book_imbalance,7,7752.128,1215.378222454229,585.9016400000003,0.13437749216293818,250
No book_imbalance,8,7360.988,1085.6234392532251,585.8930399999994,0.13504428310743258,250
No book_imbalance,9,7050.16,967.9881106707871,585.8818400000002,0.13849192900670834,250
No book_imbalance,10,6741.956,957.0649685700545,585.8709600000004,0.14244324624213728,250
No book_imbalance,11,6431.42,856.2376513562106,585.8592799999999,0.14606464870049923,250
No book_imbalance,12,6165.58,876.7085602410872,585.8550399999995,0.1463659741879879,250
No book_imbalance,13,5929.896,883.5106231302486,585.8444600000006,0.14722706408809258,250
No book_imbalance,14,5671.06,899.9765465832984,585.84004,0.14847288776069392,250
No book_imbalance,15,5431.696,933.6641899441148,585.8343400000001,0.1530609826180444,250
No book_imbalance,16,5163.268,925.6715682011629,585.8258199999997,0.15628892347188528,250
No book_imbalance,17,4930.792,951.1189939939165,585.8195199999998,0.15963260819769748,250
No book_imbalance,18,4661.084,938.7159170611734,585.8086999999995,0.1633003674215099,250
No book_imbalance,19,4445.58,949.342502788114,585.8084200000001,0.16386092761851148,250
No book_imbalance,20,4233.844,940.9874365069919,585.79786,0.16924101275990516,250
No book_imbalance,21,3985.196,879.3058339303793,585.7926600000004,0.17098720536929157,250
No book_imbalance,22,3733.696,812.7688352686761,585.7865600000002,0.1731212476849702,250
No book_imbalance,23,3541.028,730.9139944042661,585.7825200000002,0.1734014117589552,250
No book_imbalance,24,3361.728,655.4532218366157,585.7772799999993,0.17521415924519387,250
No book_imbalance,25,3191.3,577.8487708734874,585.7702799999997,0.17525159514252617,250
No book_imbalance,26,3031.6,491.94750126410827,585.7647600000004,0.18048917529868932,250
No book_imbalance,27,2912.068,423.3424611068442,585.7586600000001,0.18071166094084623,250
No book_imbalance,28,2804.048,356.9948314695888,585.7556600000001,0.18361390034526162,250
No book_imbalance,29,2688.9,319.7683943106323,585.7552599999998,0.18260293644955328,250
No book_imbalance,30,2596.608,283.2263235223732,585.7526600000008,0.18436709142361252,250
No book_imbalance,31,2498.772,253.5086428822496,585.7503799999998,0.18337763113313893,250
No book_imbalance,32,2430.276,250.75241937815872,585.7521999999999,0.18806637126291556,250
No book_imbalance,33,2350.456,239.36851936710474,585.7457400000002,0.18973548007687333,250
No book_imbalance,34,2285.792,226.86506283692086,585.7443800000002,0.18774161925369678,250
No book_imbalance,35,2222.052,223.98289509692472,585.7452399999997,0.1877635278748181,250
No book_imbalance,36,2163.24,220.68092441350706,585.7435600000001,0.19091497164968763,250
No book_imbalance,37,2107.7,207.1001931433189,585.7441000000001,0.1916775678059342,250
No book_imbalance,38,2044.372,221.22412530282503,585.7429599999999,0.1916111646016462,250
No book_imbalance,39,1980.096,227.73296376238557,585.7392,0.1885188584731,250
No book_imbalance,40,1916.312,221.73230404250975,585.7389199999997,0.19167637726125236,250
No book_imbalance,41,1845.012,238.81933727401568,585.7367000000002,0.192870448747341,250
No book_imbalance,42,1782.888,246.02420095592214,585.7367600000002,0.1930841847485158,250
No book_imbalance,43,1711.248,249.22716243619996,585.7331399999997,0.193674057116594,250
No book_imbalance,44,1630.072,272.0237394346309,585.7334799999999,0.19398115784786635,250
No book_imbalance,45,1488.084,288.01434155958276,585.7305600000001,0.19608795577495544,250
No book_imbalance,46,1341.796,326.03084882262294,585.7265,0.19514264013792917,250
No book_imbalance,47,1192.536,364.1666990596476,585.7223200000002,0.19359498340608222,250
No book_imbalance,48,1044.76,386.92573757763904,585.7180599999996,0.19490750729512635,250
No book_imbalance,49,866.3,402.15983141034843,585.71648,0.19255443282355256,250
No book_imbalance,50,0.0,0.0,585.6979599999996,0.195344409697337,250
No recent_impact_proxy,0,12000.0,0.0,586.0226000000001,0.09241774721340004,250
No recent_impact_proxy,1,11226.24,1171.9724665707809,586.0121200000001,0.09684681512574084,250
No recent_impact_proxy,2,10614.644,1532.8582156429209,585.99762,0.10631103235318648,250
No recent_impact_proxy,3,10066.864,1755.8652538005313,585.98106,0.11561304597666001,250
No recent_impact_proxy,4,9337.612,1781.155296277112,585.96498,0.11697905624512575,250
No recent_impact_proxy,5,8799.096,1778.581420903749,585.9501200000002,0.11928531175295574,250
No recent_impact_proxy,6,8336.46,1734.189413068826,585.9371200000003,0.1248186909080554,250
No recent_impact_proxy,7,7932.868,1691.2272261810356,585.9289800000001,0.12894362954407873,250
No recent_impact_proxy,8,7542.784,1631.3845068971325,585.9165199999993,0.1311437745377208,250
No recent_impact_proxy,9,7239.884,1594.7285281652173,585.91018,0.13746369557086777,250
No recent_impact_proxy,10,6921.22,1541.2115843063214,585.89728,0.14450882879603175,250
No recent_impact_proxy,11,6597.832,1456.0588270313804,585.8859599999998,0.14466056269765176,250
No recent_impact_proxy,12,6291.588,1366.944517621692,585.8775599999998,0.1469987972739899,250
No recent_impact_proxy,13,6016.544,1227.3096333297474,585.8714800000002,0.14464096791711506,250
No recent_impact_proxy,14,5733.456,1154.5888376664657,585.8648000000001,0.1518952270481181,250
No recent_impact_proxy,15,5455.724,1070.97509206517,585.8608800000001,0.1552476267129362,250
No recent_impact_proxy,16,5214.792,1059.640182673345,585.8543999999998,0.15716055484758712,250
No recent_impact_proxy,17,4982.924,1053.991418477399,585.84686,0.15759581339616785,250
No recent_impact_proxy,18,4752.068,1011.5365101547249,585.8404200000006,0.1566911726932926,250
No recent_impact_proxy,19,4511.616,978.3787796881122,585.8367400000001,0.15543060316424348,250
No recent_impact_proxy,20,4267.656,941.4379775980999,585.8276600000003,0.16059895516471898,250
No recent_impact_proxy,21,4050.568,912.1029795894758,585.8244600000002,0.16423704941333966,250
No recent_impact_proxy,22,3827.648,862.3045935723638,585.8193999999999,0.16454130180595478,250
No recent_impact_proxy,23,3630.848,840.3234049435965,585.81528,0.16929891198705174,250
No recent_impact_proxy,24,3447.58,776.0719525920263,585.8133200000002,0.17047339264530145,250
No recent_impact_proxy,25,3282.54,693.1690128677133,585.8056199999996,0.1719782416470214,250
No recent_impact_proxy,26,3148.528,619.4244887119011,585.8023600000005,0.17130741490081142,250
No recent_impact_proxy,27,3000.14,511.64805911876584,585.7951800000001,0.17256438682416583,250
No recent_impact_proxy,28,2877.0,433.97257977895333,585.7927799999999,0.17404071822421352,250
No recent_impact_proxy,29,2760.12,381.6327365412983,585.7913400000001,0.1769437888144097,250
No recent_impact_proxy,30,2666.984,334.877625027412,585.7889400000001,0.17484557872591383,250
No recent_impact_proxy,31,2591.772,317.38294852748464,585.7844799999998,0.17664067934652172,250
No recent_impact_proxy,32,2505.392,288.77068815238164,585.7810200000002,0.17903647561321,250
No recent_impact_proxy,33,2417.656,276.4503457476587,585.77892,0.18223455654732543,250
No recent_impact_proxy,34,2335.716,256.15197704487855,585.7774199999999,0.17843162163697193,250
No recent_impact_proxy,35,2269.804,276.90331450526196,585.7745200000004,0.1775752505277691,250
No recent_impact_proxy,36,2197.54,269.91466873810316,585.7706600000001,0.18067889860190345,250
No recent_impact_proxy,37,2119.096,260.05748361468096,585.7708399999997,0.1816691894626031,250
No recent_impact_proxy,38,2033.34,271.471958772909,585.7677,0.18276326217267885,250
No recent_impact_proxy,39,1944.76,269.00771438752463,585.7641400000005,0.1811075934355062,250
No recent_impact_proxy,40,1869.372,278.060600617923,585.7628799999995,0.1830554713741231,250
No recent_impact_proxy,41,1793.448,291.813802442585,585.76064,0.18432360239535406,250
No recent_impact_proxy,42,1710.096,300.38407212100975,585.7599799999998,0.18197224953272764,250
No recent_impact_proxy,43,1633.976,323.36715885197736,585.7598200000003,0.1859415703924224,250
No recent_impact_proxy,44,1553.272,341.60976276447366,585.7598999999997,0.18624201996328152,250
No recent_impact_proxy,45,1435.648,355.23060129442683,585.7589399999995,0.18993729596896144,250
No recent_impact_proxy,46,1301.792,390.41448325593655,585.7559600000004,0.1909698363616584,250
No recent_impact_proxy,47,1164.564,403.0255747517766,585.7556399999996,0.18917661166222546,250
No recent_impact_proxy,48,1033.124,417.21622766138927,585.7502399999997,0.18894640086543169,250
No recent_impact_proxy,49,890.98,431.3836478124779,585.7487600000001,0.19134435554779172,250
No recent_impact_proxy,50,0.0,0.0,585.7302999999998,0.18891482207597957,250
No recent_return,0,12000.0,0.0,586.0226000000001,0.09241774721340004,250
No recent_return,1,11222.4,1164.6901047059669,586.0120400000002,0.09656002485500585,250
No recent_return,2,10614.268,1523.9847519499647,585.9973399999999,0.10611985865049181,250
No recent_return,3,10072.176,1748.6328262456936,585.9797799999999,0.11648369671332462,250
No recent_return,4,9297.756,1789.919280991184,585.9626000000001,0.11892199123795477,250
No recent_return,5,8749.4,1784.8521955613019,585.9463600000001,0.12184560065919367,250
No recent_return,6,8267.384,1725.932936282289,585.9301000000003,0.12905770027394903,250
No recent_return,7,7857.552,1668.956440203279,585.9199200000002,0.1334353536361355,250
No recent_return,8,7453.78,1596.2553491218132,585.9070799999996,0.13483350325494534,250
No recent_return,9,7166.552,1575.0064429379331,585.90026,0.14077369214452248,250
No recent_return,10,6870.748,1515.7146949528458,585.8899000000001,0.1451822647571012,250
No recent_return,11,6541.656,1423.732205740953,585.87528,0.14734762162994097,250
No recent_return,12,6226.98,1313.5632956199713,585.8683799999995,0.14952215755532658,250
No recent_return,13,5929.788,1211.4972484723191,585.8612000000003,0.15012781221345914,250
No recent_return,14,5671.08,1170.1610870303284,585.8564199999998,0.15588099178539677,250
No recent_return,15,5418.832,1106.6821927617705,585.8500600000003,0.15767592206801617,250
No recent_return,16,5156.736,1077.8278834322296,585.8416599999998,0.15998732574801375,250
No recent_return,17,4924.648,1076.953579359853,585.8338800000001,0.16201464625150303,250
No recent_return,18,4675.124,1027.5302684709584,585.8294400000001,0.16152797404784217,250
No recent_return,19,4417.356,978.2742709813033,585.8233999999998,0.163405140678013,250
No recent_return,20,4195.068,953.0326664789617,585.8181199999999,0.16585495349853274,250
No recent_return,21,3994.416,927.7136341263936,585.8124000000007,0.16770879523745907,250
No recent_return,22,3776.616,871.6113012943326,585.8071199999997,0.17249552342017405,250
No recent_return,23,3576.352,811.8020227222896,585.8041999999999,0.17419115936235088,250
No recent_return,24,3364.592,729.6125119102604,585.8022800000001,0.17373255768565438,250
No recent_return,25,3214.924,661.8901768601795,585.7946599999999,0.1761430793417646,250
No recent_return,26,3069.984,577.648231836643,585.7917600000003,0.1757705959482374,250
No recent_return,27,2940.672,504.55457228728005,585.7835600000003,0.1814517191982468,250
No recent_return,28,2823.824,446.0840918750634,585.7814199999997,0.18201286657815977,250
No recent_return,29,2710.32,383.09240869534335,585.7802999999999,0.18184226681385085,250
No recent_return,30,2603.364,345.75921029525745,585.7778199999998,0.1828440526787837,250
No recent_return,31,2508.104,318.31425538923,585.7740799999995,0.18605793076351423,250
No recent_return,32,2424.728,270.56261015890567,585.7732000000002,0.18842388383641617,250
No recent_return,33,2344.036,257.3032971106278,585.7713800000005,0.1878222446889539,250
No recent_return,34,2266.448,257.16903253696773,585.7697000000003,0.18717267428767287,250
No recent_return,35,2205.928,258.02240758507776,585.7665200000005,0.1870959368880009,250
No recent_return,36,2147.676,255.8698790870079,585.7624800000003,0.1871775884020252,250
No recent_return,37,2085.824,256.77210328226863,585.7670399999997,0.19142998302251005,250
No recent_return,38,2015.18,273.3752358938169,585.76576,0.19179734721836325,250
No recent_return,39,1941.712,282.5859533947149,585.7660800000002,0.19085762651777682,250
No recent_return,40,1865.712,292.98331190700947,585.76298,0.19094402216356932,250
No recent_return,41,1793.852,303.7169440383595,585.7602400000001,0.19082227962165085,250
No recent_return,42,1721.544,320.5239336835863,585.7623799999998,0.19093987430602843,250
No recent_return,43,1652.176,320.84008637325866,585.7584,0.19033559835196123,250
No recent_return,44,1573.284,337.53201232475715,585.7560999999998,0.189452606210629,250
No recent_return,45,1444.516,372.1908888514064,585.75606,0.1908920543134238,250
No recent_return,46,1306.436,404.6359028855446,585.75342,0.19498257255457307,250
No recent_return,47,1154.944,415.1270418365924,585.7510200000002,0.1947240601466665,250
No recent_return,48,998.968,427.56580660291354,585.7480800000001,0.1954950475075988,250
No recent_return,49,848.228,428.94641159007267,585.7452400000001,0.1956316497911348,250
No recent_return,50,0.0,0.0,585.7283399999997,0.1950895804496013,250
